date,department,task,task_count
2024-09-07,Maintenance,Equipment Maintenance,4
2024-09-07,Management,Staff Meetings,8
2024-09-07,Management,Report Preparation,13
2024-09-07,Management,Customer Feedback Review,20
2024-09-08,Front Desk,Check-ins,16
2024-09-08,Front Desk,Check-outs,6
2024-09-08,Front Desk,Phone Calls,9
2024-09-08,Front Desk,Guest Inquiries,7
2024-09-08,Front Desk,Complaints,22
2024-09-08,Housekeeping,Room Cleaning,16
2024-09-08,Housekeeping,Linen Change,6
2024-09-08,Housekeeping,Supply Restock,9
2024-09-08,Housekeeping,Maintenance Report,19
2024-09-08,Food & Beverage,Room Service Orders,8
2024-09-08,Food & Beverage,Buffet Service,23
2024-09-08,Food & Beverage,Table Service,9
2024-09-08,Food & Beverage,Inventory Check,2
2024-09-08,Maintenance,Fix Requests,2
2024-09-08,Maintenance,Safety Checks,14
2024-09-08,Maintenance,Equipment Maintenance,11
2024-09-08,Management,Staff Meetings,13
2024-09-08,Management,Report Preparation,6
2024-09-08,Management,Customer Feedback Review,18
2024-09-09,Front Desk,Check-ins,10
2024-09-09,Front Desk,Check-outs,12
2024-09-09,Front Desk,Phone Calls,12
2024-09-09,Front Desk,Guest Inquiries,16
2024-09-09,Front Desk,Complaints,6
2024-09-09,Housekeeping,Room Cleaning,7
2024-09-09,Housekeeping,Linen Change,18
2024-09-09,Housekeeping,Supply Restock,11
2024-09-09,Housekeeping,Maintenance Report,19
2024-09-09,Food & Beverage,Room Service Orders,18
2024-09-09,Food & Beverage,Buffet Service,26
2024-09-09,Food & Beverage,Table Service,10
2024-09-09,Food & Beverage,Inventory Check,9
2024-09-09,Maintenance,Fix Requests,6
2024-09-09,Maintenance,Safety Checks,16
2024-09-09,Maintenance,Equipment Maintenance,7
2024-09-09,Management,Staff Meetings,6
2024-09-09,Management,Report Preparation,4
2024-09-09,Management,Customer Feedback Review,17
2024-09-10,Front Desk,Check-ins,9
2024-09-10,Front Desk,Check-outs,8
2024-09-10,Front Desk,Phone Calls,3
2024-09-10,Front Desk,Guest Inquiries,6
2024-09-10,Front Desk,Complaints,10
2024-09-10,Housekeeping,Room Cleaning,14
2024-09-10,Housekeeping,Linen Change,8
2024-09-10,Housekeeping,Supply Restock,2
2024-09-10,Housekeeping,Maintenance Report,2
2024-09-10,Food & Beverage,Room Service Orders,21
2024-09-10,Food & Beverage,Buffet Service,7
2024-09-10,Food & Beverage,Table Service,10
2024-09-10,Food & Beverage,Inventory Check,9
2024-09-10,Maintenance,Fix Requests,26
2024-09-10,Maintenance,Safety Checks,18
2024-09-10,Maintenance,Equipment Maintenance,6
2024-09-10,Management,Staff Meetings,22
2024-09-10,Management,Report Preparation,4
2024-09-10,Management,Customer Feedback Review,9
2024-09-11,Front Desk,Check-ins,2
2024-09-11,Front Desk,Check-outs,4
2024-09-11,Front Desk,Phone Calls,16
2024-09-11,Front Desk,Guest Inquiries,9
2024-09-11,Front Desk,Complaints,7
2024-09-11,Housekeeping,Room Cleaning,20
2024-09-11,Housekeeping,Linen Change,5
2024-09-11,Housekeeping,Supply Restock,5
2024-09-11,Housekeeping,Maintenance Report,4
2024-09-11,Food & Beverage,Room Service Orders,7
2024-09-11,Food & Beverage,Buffet Service,4
2024-09-11,Food & Beverage,Table Service,14
2024-09-11,Food & Beverage,Inventory Check,10
2024-09-11,Maintenance,Fix Requests,14
2024-09-11,Maintenance,Safety Checks,6
2024-09-11,Maintenance,Equipment Maintenance,16
2024-09-11,Management,Staff Meetings,14
2024-09-11,Management,Report Preparation,14
2024-09-11,Management,Customer Feedback Review,15
2024-09-12,Front Desk,Check-ins,17
2024-09-12,Front Desk,Check-outs,1
2024-09-12,Front Desk,Phone Calls,9
2024-09-12,Front Desk,Guest Inquiries,12
2024-09-12,Front Desk,Complaints,15
2024-09-12,Housekeeping,Room Cleaning,8
2024-09-12,Housekeeping,Linen Change,5
2024-09-12,Housekeeping,Supply Restock,5
2024-09-12,Housekeeping,Maintenance Report,8
2024-09-12,Food & Beverage,Room Service Orders,1
2024-09-12,Food & Beverage,Buffet Service,16
2024-09-12,Food & Beverage,Table Service,18
2024-09-12,Food & Beverage,Inventory Check,3
2024-09-12,Maintenance,Fix Requests,7
2024-09-12,Maintenance,Safety Checks,8
2024-09-12,Maintenance,Equipment Maintenance,13
2024-09-12,Management,Staff Meetings,5
2024-09-12,Management,Report Preparation,7
2024-09-12,Management,Customer Feedback Review,11
2024-09-13,Front Desk,Check-ins,22
2024-09-13,Front Desk,Check-outs,8
2024-09-13,Front Desk,Phone Calls,15
2024-09-13,Front Desk,Guest Inquiries,1
2024-09-13,Front Desk,Complaints,22
2024-09-13,Housekeeping,Room Cleaning,2
2024-09-13,Housekeeping,Linen Change,2
2024-09-13,Housekeeping,Supply Restock,10
2024-09-13,Housekeeping,Maintenance Report,8
2024-09-13,Food & Beverage,Room Service Orders,11
2024-09-13,Food & Beverage,Buffet Service,9
2024-09-13,Food & Beverage,Table Service,5
2024-09-13,Food & Beverage,Inventory Check,15
2024-09-13,Maintenance,Fix Requests,11
2024-09-13,Maintenance,Safety Checks,3
2024-09-13,Maintenance,Equipment Maintenance,7
2024-09-13,Management,Staff Meetings,7
2024-09-13,Management,Report Preparation,9
2024-09-13,Management,Customer Feedback Review,11
2024-09-14,Front Desk,Check-ins,5
2024-09-14,Front Desk,Check-outs,21
2024-09-14,Front Desk,Phone Calls,7
2024-09-14,Front Desk,Guest Inquiries,5
2024-09-14,Front Desk,Complaints,20
2024-09-14,Housekeeping,Room Cleaning,14
2024-09-14,Housekeeping,Linen Change,14
2024-09-14,Housekeeping,Supply Restock,10
2024-09-14,Housekeeping,Maintenance Report,3
2024-09-14,Food & Beverage,Room Service Orders,11
2024-09-14,Food & Beverage,Buffet Service,9
2024-09-14,Food & Beverage,Table Service,6
2024-09-14,Food & Beverage,Inventory Check,18
2024-09-14,Maintenance,Fix Requests,4
2024-09-14,Maintenance,Safety Checks,11
2024-09-14,Maintenance,Equipment Maintenance,14
2024-09-14,Management,Staff Meetings,11
2024-09-14,Management,Report Preparation,8
2024-09-14,Management,Customer Feedback Review,18
2024-09-15,Front Desk,Check-ins,11
2024-09-15,Front Desk,Check-outs,14
2024-09-15,Front Desk,Phone Calls,6
2024-09-15,Front Desk,Guest Inquiries,5
2024-09-15,Front Desk,Complaints,8
2024-09-15,Housekeeping,Room Cleaning,16
2024-09-15,Housekeeping,Linen Change,11
2024-09-15,Housekeeping,Supply Restock,4
2024-09-15,Housekeeping,Maintenance Report,9
2024-09-15,Food & Beverage,Room Service Orders,21
2024-09-15,Food & Beverage,Buffet Service,9
2024-09-15,Food & Beverage,Table Service,18
2024-09-15,Food & Beverage,Inventory Check,6
2024-09-15,Maintenance,Fix Requests,18
2024-09-15,Maintenance,Safety Checks,10
2024-09-15,Maintenance,Equipment Maintenance,22
2024-09-15,Management,Staff Meetings,9
2024-09-15,Management,Report Preparation,9
2024-09-15,Management,Customer Feedback Review,7
2024-09-16,Front Desk,Check-ins,4
2024-09-16,Front Desk,Check-outs,12
2024-09-16,Front Desk,Phone Calls,16
2024-09-16,Front Desk,Guest Inquiries,3
2024-09-16,Front Desk,Complaints,21
2024-09-16,Housekeeping,Room Cleaning,3
2024-09-16,Housekeeping,Linen Change,8
2024-09-16,Housekeeping,Supply Restock,12
2024-09-16,Housekeeping,Maintenance Report,4
2024-09-16,Food & Beverage,Room Service Orders,21
2024-09-16,Food & Beverage,Buffet Service,10
2024-09-16,Food & Beverage,Table Service,22
2024-09-16,Food & Beverage,Inventory Check,17
2024-09-16,Maintenance,Fix Requests,2
2024-09-16,Maintenance,Safety Checks,2
2024-09-16,Maintenance,Equipment Maintenance,6
2024-09-16,Management,Staff Meetings,4
2024-09-16,Management,Report Preparation,3
2024-09-16,Management,Customer Feedback Review,17
2024-09-17,Front Desk,Check-ins,6
2024-09-17,Front Desk,Check-outs,18
2024-09-17,Front Desk,Phone Calls,11
2024-09-17,Front Desk,Guest Inquiries,10
2024-09-17,Front Desk,Complaints,16
2024-09-17,Housekeeping,Room Cleaning,13
2024-09-17,Housekeeping,Linen Change,10
2024-09-17,Housekeeping,Supply Restock,23
2024-09-17,Housekeeping,Maintenance Report,12
2024-09-17,Food & Beverage,Room Service Orders,20
2024-09-17,Food & Beverage,Buffet Service,9
2024-09-17,Food & Beverage,Table Service,14
2024-09-17,Food & Beverage,Inventory Check,10
2024-09-17,Maintenance,Fix Requests,11
2024-09-17,Maintenance,Safety Checks,6
2024-09-17,Maintenance,Equipment Maintenance,16
2024-09-17,Management,Staff Meetings,14
2024-09-17,Management,Report Preparation,12
2024-09-17,Management,Customer Feedback Review,10
2024-09-18,Front Desk,Check-ins,2
2024-09-18,Front Desk,Check-outs,8
2024-09-18,Front Desk,Phone Calls,4
2024-09-18,Front Desk,Guest Inquiries,5
2024-09-18,Front Desk,Complaints,8
2024-09-18,Housekeeping,Room Cleaning,11
2024-09-18,Housekeeping,Linen Change,19
2024-09-18,Housekeeping,Supply Restock,4
2024-09-18,Housekeeping,Maintenance Report,20
2024-09-18,Food & Beverage,Room Service Orders,10
2024-09-18,Food & Beverage,Buffet Service,13
2024-09-18,Food & Beverage,Table Service,16
2024-09-18,Food & Beverage,Inventory Check,20
2024-09-18,Maintenance,Fix Requests,1
2024-09-18,Maintenance,Safety Checks,15
2024-09-18,Maintenance,Equipment Maintenance,7
2024-09-18,Management,Staff Meetings,3
2024-09-18,Management,Report Preparation,6
2024-09-18,Management,Customer Feedback Review,8
2024-09-19,Front Desk,Check-ins,13
2024-09-19,Front Desk,Check-outs,15
2024-09-19,Front Desk,Phone Calls,17
2024-09-19,Front Desk,Guest Inquiries,20
2024-09-19,Front Desk,Complaints,18
2024-09-19,Housekeeping,Room Cleaning,1
2024-09-19,Housekeeping,Linen Change,16
2024-09-19,Housekeeping,Supply Restock,2
2024-09-19,Housekeeping,Maintenance Report,17
2024-09-19,Food & Beverage,Room Service Orders,17
2024-09-19,Food & Beverage,Buffet Service,11
2024-09-19,Food & Beverage,Table Service,12
2024-09-19,Food & Beverage,Inventory Check,11
2024-09-19,Maintenance,Fix Requests,28
2024-09-19,Maintenance,Safety Checks,7
2024-09-19,Maintenance,Equipment Maintenance,16
2024-09-19,Management,Staff Meetings,16
2024-09-19,Management,Report Preparation,2
2024-09-19,Management,Customer Feedback Review,13
2024-09-20,Front Desk,Check-ins,8
2024-09-20,Front Desk,Check-outs,7
2024-09-20,Front Desk,Phone Calls,10
2024-09-20,Front Desk,Guest Inquiries,11
2024-09-20,Front Desk,Complaints,6
2024-09-20,Housekeeping,Room Cleaning,18
2024-09-20,Housekeeping,Linen Change,24
2024-09-20,Housekeeping,Supply Restock,10
2024-09-20,Housekeeping,Maintenance Report,6
2024-09-20,Food & Beverage,Room Service Orders,5
2024-09-20,Food & Beverage,Buffet Service,13
2024-09-20,Food & Beverage,Table Service,16
2024-09-20,Food & Beverage,Inventory Check,7
2024-09-20,Maintenance,Fix Requests,19
2024-09-20,Maintenance,Safety Checks,9
2024-09-20,Maintenance,Equipment Maintenance,7
2024-09-20,Management,Staff Meetings,15
2024-09-20,Management,Report Preparation,2
2024-09-20,Management,Customer Feedback Review,6
2024-09-21,Front Desk,Check-ins,17
2024-09-21,Front Desk,Check-outs,5
2024-09-21,Front Desk,Phone Calls,6
2024-09-21,Front Desk,Guest Inquiries,6
2024-09-21,Front Desk,Complaints,14
2024-09-21,Housekeeping,Room Cleaning,29
2024-09-21,Housekeeping,Linen Change,16
2024-09-21,Housekeeping,Supply Restock,5
2024-09-21,Housekeeping,Maintenance Report,14
2024-09-21,Food & Beverage,Room Service Orders,14
2024-09-21,Food & Beverage,Buffet Service,1
2024-09-21,Food & Beverage,Table Service,9
2024-09-21,Food & Beverage,Inventory Check,20
2024-09-21,Maintenance,Fix Requests,5
2024-09-21,Maintenance,Safety Checks,15
2024-09-21,Maintenance,Equipment Maintenance,8
2024-09-21,Management,Staff Meetings,29
2024-09-21,Management,Report Preparation,3
2024-09-21,Management,Customer Feedback Review,6
2024-09-22,Front Desk,Check-ins,11
2024-09-22,Front Desk,Check-outs,15
2024-09-22,Front Desk,Phone Calls,9
2024-09-22,Front Desk,Guest Inquiries,13
2024-09-22,Front Desk,Complaints,13
2024-09-22,Housekeeping,Room Cleaning,14
2024-09-22,Housekeeping,Linen Change,16
2024-09-22,Housekeeping,Supply Restock,9
2024-09-22,Housekeeping,Maintenance Report,10
2024-09-22,Food & Beverage,Room Service Orders,4
2024-09-22,Food & Beverage,Buffet Service,8
2024-09-22,Food & Beverage,Table Service,12
2024-09-22,Food & Beverage,Inventory Check,16
2024-09-22,Maintenance,Fix Requests,19
2024-09-22,Maintenance,Safety Checks,15
2024-09-22,Maintenance,Equipment Maintenance,3
2024-09-22,Management,Staff Meetings,4
2024-09-22,Management,Report Preparation,19
2024-09-22,Management,Customer Feedback Review,23
2024-09-23,Front Desk,Check-ins,13
2024-09-23,Front Desk,Check-outs,16
2024-09-23,Front Desk,Phone Calls,20
2024-09-23,Front Desk,Guest Inquiries,2
2024-09-23,Front Desk,Complaints,4
2024-09-23,Housekeeping,Room Cleaning,18
2024-09-23,Housekeeping,Linen Change,20
2024-09-23,Housekeeping,Supply Restock,16
2024-09-23,Housekeeping,Maintenance Report,3
2024-09-23,Food & Beverage,Room Service Orders,11
2024-09-23,Food & Beverage,Buffet Service,17
2024-09-23,Food & Beverage,Table Service,7
2024-09-23,Food & Beverage,Inventory Check,21
2024-09-23,Maintenance,Fix Requests,15
2024-09-23,Maintenance,Safety Checks,13
2024-09-23,Maintenance,Equipment Maintenance,5
2024-09-23,Management,Staff Meetings,5
2024-09-23,Management,Report Preparation,9
2024-09-23,Management,Customer Feedback Review,7
2024-09-24,Front Desk,Check-ins,18
2024-09-24,Front Desk,Check-outs,3
2024-09-24,Front Desk,Phone Calls,8
2024-09-24,Front Desk,Guest Inquiries,7
2024-09-24,Front Desk,Complaints,27
2024-09-24,Housekeeping,Room Cleaning,17
2024-09-24,Housekeeping,Linen Change,11
2024-09-24,Housekeeping,Supply Restock,3
2024-09-24,Housekeeping,Maintenance Report,5
2024-09-24,Food & Beverage,Room Service Orders,6
2024-09-24,Food & Beverage,Buffet Service,14
2024-09-24,Food & Beverage,Table Service,9
2024-09-24,Food & Beverage,Inventory Check,13
2024-09-24,Maintenance,Fix Requests,5
2024-09-24,Maintenance,Safety Checks,17
2024-09-24,Maintenance,Equipment Maintenance,20
2024-09-24,Management,Staff Meetings,15
2024-09-24,Management,Report Preparation,15
2024-09-24,Management,Customer Feedback Review,14
2024-09-25,Front Desk,Check-ins,6
2024-09-25,Front Desk,Check-outs,10
2024-09-25,Front Desk,Phone Calls,15
2024-09-25,Front Desk,Guest Inquiries,2
2024-09-25,Front Desk,Complaints,3
2024-09-25,Housekeeping,Room Cleaning,11
2024-09-25,Housekeeping,Linen Change,4
2024-09-25,Housekeeping,Supply Restock,15
2024-09-25,Housekeeping,Maintenance Report,11
2024-09-25,Food & Beverage,Room Service Orders,4
2024-09-25,Food & Beverage,Buffet Service,4
2024-09-25,Food & Beverage,Table Service,23
2024-09-25,Food & Beverage,Inventory Check,12
2024-09-25,Maintenance,Fix Requests,19
2024-09-25,Maintenance,Safety Checks,19
2024-09-25,Maintenance,Equipment Maintenance,5
2024-09-25,Management,Staff Meetings,11
2024-09-25,Management,Report Preparation,20
2024-09-25,Management,Customer Feedback Review,1
2024-09-26,Front Desk,Check-ins,6
2024-09-26,Front Desk,Check-outs,3
2024-09-26,Front Desk,Phone Calls,15
2024-09-26,Front Desk,Guest Inquiries,5
2024-09-26,Front Desk,Complaints,8
2024-09-26,Housekeeping,Room Cleaning,14
2024-09-26,Housekeeping,Linen Change,4
2024-09-26,Housekeeping,Supply Restock,5
2024-09-26,Housekeeping,Maintenance Report,7
2024-09-26,Food & Beverage,Room Service Orders,10
2024-09-26,Food & Beverage,Buffet Service,13
2024-09-26,Food & Beverage,Table Service,4
2024-09-26,Food & Beverage,Inventory Check,11
2024-09-26,Maintenance,Fix Requests,10
2024-09-26,Maintenance,Safety Checks,16
2024-09-26,Maintenance,Equipment Maintenance,7
2024-09-26,Management,Staff Meetings,8
2024-09-26,Management,Report Preparation,13
2024-09-26,Management,Customer Feedback Review,2
2024-09-27,Front Desk,Check-ins,0
2024-09-27,Front Desk,Check-outs,6
2024-09-27,Front Desk,Phone Calls,14
2024-09-27,Front Desk,Guest Inquiries,6
2024-09-27,Front Desk,Complaints,14
2024-09-27,Housekeeping,Room Cleaning,6
2024-09-27,Housekeeping,Linen Change,7
2024-09-27,Housekeeping,Supply Restock,14
2024-09-27,Housekeeping,Maintenance Report,10
2024-09-27,Food & Beverage,Room Service Orders,18
2024-09-27,Food & Beverage,Buffet Service,11
2024-09-27,Food & Beverage,Table Service,5
2024-09-27,Food & Beverage,Inventory Check,13
2024-09-27,Maintenance,Fix Requests,2
2024-09-27,Maintenance,Safety Checks,8
2024-09-27,Maintenance,Equipment Maintenance,7
2024-09-27,Management,Staff Meetings,16
2024-09-27,Management,Report Preparation,3
2024-09-27,Management,Customer Feedback Review,4
2024-09-28,Front Desk,Check-ins,6
2024-09-28,Front Desk,Check-outs,14
2024-09-28,Front Desk,Phone Calls,2
2024-09-28,Front Desk,Guest Inquiries,11
2024-09-28,Front Desk,Complaints,21
2024-09-28,Housekeeping,Room Cleaning,5
2024-09-28,Housekeeping,Linen Change,10
2024-09-28,Housekeeping,Supply Restock,7
2024-09-28,Housekeeping,Maintenance Report,16
2024-09-28,Food & Beverage,Room Service Orders,12
2024-09-28,Food & Beverage,Buffet Service,13
2024-09-28,Food & Beverage,Table Service,18
2024-09-28,Food & Beverage,Inventory Check,12
2024-09-28,Maintenance,Fix Requests,2
2024-09-28,Maintenance,Safety Checks,5
2024-09-28,Maintenance,Equipment Maintenance,10
2024-09-28,Management,Staff Meetings,22
2024-09-28,Management,Report Preparation,1
2024-09-28,Management,Customer Feedback Review,8
2024-09-29,Front Desk,Check-ins,24
2024-09-29,Front Desk,Check-outs,13
2024-09-29,Front Desk,Phone Calls,7
2024-09-29,Front Desk,Guest Inquiries,11
2024-09-29,Front Desk,Complaints,5
2024-09-29,Housekeeping,Room Cleaning,18
2024-09-29,Housekeeping,Linen Change,9
2024-09-29,Housekeeping,Supply Restock,2
2024-09-29,Housekeeping,Maintenance Report,15
2024-09-29,Food & Beverage,Room Service Orders,5
2024-09-29,Food & Beverage,Buffet Service,12
2024-09-29,Food & Beverage,Table Service,2
2024-09-29,Food & Beverage,Inventory Check,16
2024-09-29,Maintenance,Fix Requests,7
2024-09-29,Maintenance,Safety Checks,17
2024-09-29,Maintenance,Equipment Maintenance,9
2024-09-29,Management,Staff Meetings,14
2024-09-29,Management,Report Preparation,7
2024-09-29,Management,Customer Feedback Review,15
2024-09-30,Front Desk,Check-ins,6
2024-09-30,Front Desk,Check-outs,5
2024-09-30,Front Desk,Phone Calls,17
2024-09-30,Front Desk,Guest Inquiries,7
2024-09-30,Front Desk,Complaints,16
2024-09-30,Housekeeping,Room Cleaning,6
2024-09-30,Housekeeping,Linen Change,4
2024-09-30,Housekeeping,Supply Restock,14
2024-09-30,Housekeeping,Maintenance Report,8
2024-09-30,Food & Beverage,Room Service Orders,22
2024-09-30,Food & Beverage,Buffet Service,4
2024-09-30,Food & Beverage,Table Service,8
2024-09-30,Food & Beverage,Inventory Check,5
2024-09-30,Maintenance,Fix Requests,5
2024-09-30,Maintenance,Safety Checks,4
2024-09-30,Maintenance,Equipment Maintenance,10
2024-09-30,Management,Staff Meetings,15
2024-09-30,Management,Report Preparation,6
2024-09-30,Management,Customer Feedback Review,12
2024-10-01,Front Desk,Check-ins,6
2024-10-01,Front Desk,Check-outs,9
2024-10-01,Front Desk,Phone Calls,14
2024-10-01,Front Desk,Guest Inquiries,9
2024-10-01,Front Desk,Complaints,11
2024-10-01,Housekeeping,Room Cleaning,13
2024-10-01,Housekeeping,Linen Change,17
2024-10-01,Housekeeping,Supply Restock,2
2024-10-01,Housekeeping,Maintenance Report,13
2024-10-01,Food & Beverage,Room Service Orders,8
2024-10-01,Food & Beverage,Buffet Service,10
2024-10-01,Food & Beverage,Table Service,9
2024-10-01,Food & Beverage,Inventory Check,2
2024-10-01,Maintenance,Fix Requests,1
2024-10-01,Maintenance,Safety Checks,19
2024-10-01,Maintenance,Equipment Maintenance,21
